seed,num_clusters,num_points,init_type,ImprClass,iteration_order,init_cost,end_cost,num_iter,num_iter_tot,time,num_clusters,num_points,init_type,ImprClass,iteration_order,init_cost,end_cost,num_iter,num_iter_tot,time,num_clusters,num_points,init_type,ImprClass,iteration_order,init_cost,end_cost,num_iter,num_iter_tot,time
24588218,8,50,1,0,0,64952.9,56948.5,23,8400,797
seed,8,50,1,0,0,64952.9,56948.5,23,8400,694
seed,8,50,1,0,0,64952.9,56948.5,23,8400,715
24588234,8,50,0,1,0,80369,9657.35,159,18826,884
seed,8,50,0,1,0,80369,9657.35,159,18826,766
seed,8,50,0,1,0,80369,9657.35,159,18826,752
24588265,8,50,1,1,0,71835,70415,10,1955,287
seed,8,50,1,1,0,71835,70415,10,1955,259
seed,8,50,1,1,0,71835,70415,10,1955,255
24588281,8,50,0,1,1,82667.4,12094.7,184,23149,1147
seed,8,50,0,1,1,82667.4,12094.7,184,23149,946
seed,8,50,0,1,1,82667.4,12094.7,184,23149,969
24588281,8,50,1,1,1,82667.4,77719,22,3782,341
seed,8,50,1,1,1,82667.4,77719,22,3782,302
seed,8,50,1,1,1,82667.4,77719,22,3782,282
24588296,8,50,0,1,2,59089,8948.25,161,16858,2484
seed,8,50,0,1,2,59089,8948.25,161,16858,2687
seed,8,50,0,1,2,59089,8948.25,161,16858,2783
24588312,8,50,1,1,2,67200.9,54635.4,25,4083,840
seed,8,50,1,1,2,67200.9,54635.4,25,4083,839
seed,8,50,1,1,2,67200.9,54635.4,25,4083,945
24588328,16,50,0,0,0,55027.5,3669.96,39,30000,1102
seed,16,50,0,0,0,55027.5,3669.96,39,30000,1100
seed,16,50,0,0,0,55027.5,3669.96,39,30000,1179
24588343,16,50,1,0,0,50085,48749.1,12,9750,940
seed,16,50,1,0,0,50085,48749.1,12,9750,878
seed,16,50,1,0,0,50085,48749.1,12,9750,922
24588359,16,50,0,1,0,72312,3093.1,244,53775,2234
seed,16,50,0,1,0,72312,3093.1,244,53775,2291
seed,16,50,0,1,0,72312,3093.1,244,53775,2154
24588375,16,50,1,1,0,52409.6,49094.8,32,10592,754
seed,16,50,1,1,0,52409.6,49094.8,32,10592,675
seed,16,50,1,1,0,52409.6,49094.8,32,10592,641
24588390,16,50,0,1,1,57641,2822.84,171,43811,2110
seed,16,50,0,1,1,57641,2822.84,171,43811,1653
seed,16,50,0,1,1,57641,2822.84,171,43811,1769
24588406,16,50,1,1,1,57585.4,54176.8,39,12945,1379
seed,16,50,1,1,1,57585.4,54176.8,39,12945,1331
seed,16,50,1,1,1,57585.4,54176.8,39,12945,1013
24588421,16,50,0,1,2,43683.7,2639.8,169,34905,4747
seed,16,50,0,1,2,43683.7,2639.8,169,34905,5140
seed,16,50,0,1,2,43683.7,2639.8,169,34905,5445
24588437,16,50,1,1,2,53425.5,46656.9,53,19250,2428
seed,16,50,1,1,2,53425.5,46656.9,53,19250,2523
seed,16,50,1,1,2,60019.6,58236.8,27,10700,1436
24588453,32,50,0,0,0,42745.3,1127.32,32,51150,1790
seed,32,50,0,0,0,42745.3,1127.32,32,51150,1709
seed,32,50,0,0,0,42745.3,1127.32,32,51150,2152
24588468,32,50,1,0,0,41013.9,40699.7,9,15500,1637
seed,32,50,1,0,0,41013.9,40699.7,9,15500,1564
seed,32,50,1,0,0,41013.9,40699.7,9,15500,1544
24588484,32,50,0,1,0,45294.3,1201.41,107,41874,1533
seed,32,50,0,1,0,45294.3,1201.41,107,41874,1464
seed,32,50,0,1,0,42314.6,1361.52,142,72937,3154
24588515,32,50,1,1,0,37560.3,37468.2,6,5377,1204
seed,32,50,1,1,0,37560.3,37468.2,6,5377,1232
seed,32,50,1,1,0,37560.3,37468.2,6,5377,1249
24588531,32,50,0,1,1,43819.1,933.61,149,61086,2363
seed,32,50,0,1,1,43819.1,933.61,149,61086,2262
seed,32,50,0,1,1,43819.1,933.61,149,61086,2204
24588546,32,50,1,1,1,51976.8,51445.8,10,8765,1728
seed,32,50,1,1,1,51976.8,51445.8,10,8765,1421
seed,32,50,1,1,1,51976.8,51445.8,10,8765,1367
24588562,32,50,0,1,2,42886.7,1080.01,160,62789,6626
seed,32,50,0,1,2,42886.7,1080.01,160,62789,6755
seed,32,50,0,1,2,42886.7,1080.01,160,62789,6847
24588578,32,50,1,1,2,40816.3,39995.3,11,9366,2036
seed,32,50,1,1,2,42480.8,41936.8,10,7426,1848
seed,32,50,1,1,2,42480.8,41936.8,10,7426,1895
24588593,2,60,0,0,0,104615,104615,0,60,4
seed,2,60,0,0,0,104615,104615,0,60,2
seed,2,60,0,0,0,104615,104615,0,60,2
24588609,2,60,1,0,0,96117,95538.3,2,180,96
seed,2,60,1,0,0,96117,95538.3,2,180,80
seed,2,60,1,0,0,96117,95538.3,2,180,95
24588625,2,60,0,1,0,87444.3,87444.3,0,60,7
